,name_x,cases,IDHM,IBGE_POP
742,São José do Alegre,5,0.72,2894
743,São José do Divino,32,0.66,2686
744,São José do Goiabal,19,0.67,3685
745,São José do Jacuri,1,0.57,2000
746,São José do Mantimento,60,0.657,1437
747,São Lourenço,128,0.759,40784
748,São Miguel do Anta,10,0.644,3738
749,São Pedro da União,5,0.674,2755
750,São Pedro dos Ferros,8,0.659,6732
751,São Pedro do Suaçuí,7,0.622,2302
752,São Romão,32,0.64,6413
753,São Roque de Minas,9,0.672,4188
754,São Sebastião da Bela Vista,26,0.69,2776
755,São Sebastião da Vargem Alegre,19,0.66,1602
756,São Sebastião do Anta,6,0.607,4205
757,São Sebastião do Maranhão,8,0.581,3237
758,São Sebastião do Oeste,78,0.626,2927
759,São Sebastião do Paraíso,160,0.722,59711
760,São Sebastião do Rio Preto,4,0.632,873
761,São Sebastião do Rio Verde,1,0.68,1321
762,São Tiago,8,0.662,8436
763,São Tomás de Aquino,13,0.7,5486
764,São Tomé das Letras,0,0.667,3787
765,São Vicente de Minas,7,0.715,5927
766,Sapucaí-Mirim,2,0.68,3783
767,Sardoá,14,0.636,1979
768,Sarzedo,203,0.73,25478
769,Setubinha,1,0.542,2790
770,Sem-Peixe,3,0.654,1506
771,Senador Amaral,40,0.66,3098
772,Senador Cortes,12,0.674,1511
773,Senador Firmino,10,0.644,4642
774,Senador José Bento,10,0.684,682
775,Senador Modestino Gonçalves,2,0.62,1786
776,Senhora de Oliveira,5,0.631,3241
777,Senhora do Porto,13,0.565,1580
778,Senhora dos Remédios,8,0.626,3421
779,Sericita,9,0.56,3717
780,Seritinga,0,0.66,1482
781,Serra Azul de Minas,1,0.557,1706
782,Serra da Saudade,5,0.677,524
783,Serra dos Aimorés,37,0.65,6761
784,Serra do Salitre,95,0.696,7728
785,Serrania,8,0.677,6537
786,Serranópolis de Minas,2,0.633,1725
787,Serranos,1,0.643,1536
788,Serro,79,0.66,12808
789,Sete Lagoas,838,0.76,208184
790,Silveirânia,5,0.652,1428
791,Silvianópolis,7,0.7,3494
792,Simão Pereira,7,0.638,1496
793,Simonésia,38,0.632,7072
794,Sobrália,12,0.631,4128
795,Soledade de Minas,0,0.7,3761
796,Tabuleiro,5,0.68,2697
797,Taiobeiras,96,0.67,24995
798,Taparuba,10,0.645,1405
799,Tapira,31,0.71,2404
800,Tapiraí,0,0.667,1084
801,Taquaraçu de Minas,12,0.65,1755
802,Tarumirim,40,0.633,7950
803,Teixeiras,10,0.675,7574
804,Teófilo Otoni,1341,0.701,112361
805,Timóteo,979,0.77,78539
806,Tiradentes,11,0.74,5403
807,Tiros,12,0.68,4815
808,Tocantins,56,0.688,12844
809,Tocos do Moji,2,0.696,1017
810,Toledo,90,0.66,2153
811,Tombos,105,0.718,7556
812,Três Corações,319,0.74,65609
813,Três Marias,102,0.752,26773
814,Três Pontas,132,0.731,45472
815,Tumiritinga,18,0.626,4316
816,Tupaciguara,209,0.72,21636
817,Turmalina,25,0.682,12862
818,Turvolândia,3,0.696,2860
819,Ubá,428,0.72,96248
820,Ubaí,4,0.609,5648
821,Ubaporanga,103,0.614,6419
822,Uberaba,1679,0.772,285743
823,Uberlândia,12453,0.789,580561
824,Umburatiba,0,0.638,1554
825,Unaí,1129,0.736,59265
826,União de Minas,54,0.672,2651
827,Uruana de Minas,2,0.664,1809
828,Urucânia,85,0.633,7928
829,Urucuia,27,0.619,6152
830,Vargem Alegre,52,0.631,5256
831,Vargem Bonita,2,0.696,1142
832,Vargem Grande do Rio Pardo,0,0.634,2421
833,Varginha,324,0.778,118734
834,Varjão de Minas,12,0.711,4998
835,Várzea da Palma,81,0.67,31216
836,Varzelândia,23,0.594,8877
837,Vazante,286,0.742,16094
838,Verdelândia,1,0.584,4698
839,Veredinha,0,0.632,3761
840,Veríssimo,6,0.667,1969
841,Vermelho Novo,3,0.612,1849
842,Vespasiano,658,0.688,84080
843,Viçosa,142,0.775,67078
844,Vieiras,5,0.67,1851
845,Mathias Lobato,20,0.612,3060
846,Virgem da Lapa,9,0.61,6837
847,Virgínia,3,0.65,3902
848,Virginópolis,5,0.675,6147
849,Virgolândia,11,0.62,3392
850,Visconde do Rio Branco,314,0.71,32204
851,Volta Grande,10,0.669,3787
852,Wenceslau Braz,14,0.68,1264
